,label,path
74,logo,test_task_logo_dataset/856f4b04-a759-4d38-848d-34cc490e2a56.jpg
75,no_logo,test_task_logo_dataset/03d122dc-0668-4fd9-9d6d-2138e332fad3.jpg
76,no_logo,test_task_logo_dataset/c76787ae-ab68-4144-b330-aba56bd7c31f.jpg
77,logo,test_task_logo_dataset/1484f0ba-6861-428f-9414-1b326a07a07e.jpg
78,no_logo,test_task_logo_dataset/4cd8aa1b-f171-4a26-b921-115caa73b58a.jpg
79,no_logo,test_task_logo_dataset/cc53022c-c70d-44e7-82bd-a5735e4bb9df.jpg
80,logo,test_task_logo_dataset/5125dcf7-d73a-45a6-841c-374b4f5c6fa1.jpg
81,no_logo,test_task_logo_dataset/5ad42acd-1981-4edc-bbf0-b0987790f6ac.jpg
82,no_logo,test_task_logo_dataset/cf10ffdd-f191-48e3-ac51-cbb50dd7b7b7.jpg
83,no_logo,test_task_logo_dataset/7429db01-eee9-4a2f-b4af-b6e2ac1a794d.jpg
84,logo,test_task_logo_dataset/5ebf9214-d9b0-4a26-b0bc-8d31072800f2.jpg
85,logo,test_task_logo_dataset/d8d29d35-1189-485b-a16b-e59c219f2838.jpg
86,logo,test_task_logo_dataset/9972c87c-9a59-4dd7-95d2-1b62a0691a0c.jpg
87,no_logo,test_task_logo_dataset/6b453c37-a741-44ca-8a69-70ae5a7e4d2f.jpg
88,no_logo,test_task_logo_dataset/d736c04a-4759-4221-aece-c591d1e7cb4b.jpg
89,no_logo,test_task_logo_dataset/59592b43-db9d-4072-8059-3e8e3eac942d.jpg
90,no_logo,test_task_logo_dataset/6fca837c-019d-4c57-bade-337167e92548.jpg
91,logo,test_task_logo_dataset/dab14f59-9992-4842-aece-a247f9816a0d.jpg
92,logo,test_task_logo_dataset/98088a61-f564-46ca-9d4e-1ee21138acb0.jpg
93,no_logo,test_task_logo_dataset/7db46600-f98c-4c50-b72f-11db2e777264.jpg
94,logo,test_task_logo_dataset/de51c274-157b-4289-a95a-f2bac47438df.jpg
95,logo,test_task_logo_dataset/694612ed-e02c-4b35-91e7-028451e4493a.jpg
96,no_logo,test_task_logo_dataset/8be662de-f776-4f7f-a4fd-2426cd67727c.jpg
97,logo,test_task_logo_dataset/e3bbecf4-6a33-4a47-bd6e-99daf2abaa42.jpg
98,logo,test_task_logo_dataset/5808501c-b6b1-4d93-94d9-c1c733b899cf.jpg
99,no_logo,test_task_logo_dataset/8fad0ce1-a775-4328-80b6-c816385ea826.jpg
100,logo,test_task_logo_dataset/e57d8bb7-6376-4c71-ad75-82543730d53d.jpg
101,logo,test_task_logo_dataset/28010413-2dfa-488d-9267-e0577952d519.jpg
102,no_logo,test_task_logo_dataset/9d466c45-9f35-43ab-b713-6c5578597bff.jpg
103,logo,test_task_logo_dataset/e7470327-deae-4edf-be10-1e461268a3a2.jpg
104,no_logo,test_task_logo_dataset/99792240-10ad-4791-925a-21aef15db9a0.jpg
105,no_logo,test_task_logo_dataset/12f7cfab-7212-44fd-bdaf-2a905ba3fee4.jpg
106,no_logo,test_task_logo_dataset/ec202007-f06a-47f3-82ea-aded867fd943.jpg
107,logo,test_task_logo_dataset/a8e81b15-b509-47a8-b0df-1d0963152ad3.jpg
108,logo,test_task_logo_dataset/22e48a78-e136-4b5e-af12-300cce20be0b.jpg
109,logo,test_task_logo_dataset/f02e7dc3-12bd-46db-b1a8-f64ce56f1d1e.jpg
110,logo,test_task_logo_dataset/a800f5b1-f926-4ea1-acc8-93faa9ddb15d.jpg
111,no_logo,test_task_logo_dataset/35a9a6ce-0310-4ff4-94f0-c6eea585bc6f.jpg
112,logo,test_task_logo_dataset/f54dff3e-19a1-4b5f-bf50-164d1c6f2266.jpg
113,logo,test_task_logo_dataset/ac35bc5f-85fa-4c87-a492-b41ce679006f.jpg
114,no_logo,test_task_logo_dataset/43ac9ca8-f9ec-47a3-ac00-cf81b4eac94b.jpg
115,no_logo,test_task_logo_dataset/f355404b-ad01-428b-99a7-2a0f00772a08.jpg
116,no_logo,test_task_logo_dataset/b1f660e6-b5da-43af-aa3d-fc9373c2e3d8.jpg
117,no_logo,test_task_logo_dataset/53c04015-e330-4c95-8525-cbf0e436a356.jpg
118,logo,test_task_logo_dataset/fd3d79e0-dfe4-49af-ba13-6666a8b781b9.jpg
119,logo,test_task_logo_dataset/b29adfab-ccf5-4c01-87b0-4d0718e33050.jpg
120,no_logo,test_task_logo_dataset/63f4049b-582f-41e3-8193-001a8f21fc92.jpg
121,logo,test_task_logo_dataset/ba2d201d-cfd2-4f73-be63-1a7be84d34f3.jpg
122,no_logo,test_task_logo_dataset/73d44be2-6e13-46b6-bb3f-cbbeae1a20bc.jpg
123,logo,test_task_logo_dataset/86e5a13a-4b5c-4557-8e74-14b57a7e32f7.jpg
124,no_logo,test_task_logo_dataset/97b11022-bd11-4775-9051-a29948f54c17.jpg
125,logo,test_task_logo_dataset/0cbc2dd0-5851-4734-a795-e2f133bc7208.jpg
126,no_logo,test_task_logo_dataset/202e80b5-5fe4-4e42-a2fc-84b9bd132427.jpg
127,no_logo,test_task_logo_dataset/1b9046df-a4dc-4c84-ac60-3e0afdbaf957.jpg
128,no_logo,test_task_logo_dataset/358bc657-4aa3-4130-a160-edd8bd71276a.jpg
129,no_logo,test_task_logo_dataset/1e7df9c7-1aa9-4512-a1b8-bcd1bb4e1506.jpg
130,no_logo,test_task_logo_dataset/572adc5e-bc73-4933-a086-21d61b957f17.jpg
131,no_logo,test_task_logo_dataset/2bb3af50-1a12-4892-8536-71e4414ad352.jpg
132,logo,test_task_logo_dataset/bf74ce3c-a3b8-44d1-9904-8f68d9f6073e.jpg
133,no_logo,test_task_logo_dataset/741e4ac1-5482-4543-b575-ed61864b5c84.jpg
134,logo,test_task_logo_dataset/2f96956e-593f-4c4d-a551-8aa77c7a5efe.jpg
135,no_logo,test_task_logo_dataset/c9f60be6-be4c-4efe-b2a4-e11a64db3742.jpg
136,logo,test_task_logo_dataset/870b24b3-d8f1-4147-bf64-3f960832cc6d.jpg
137,logo,test_task_logo_dataset/3db5c479-65d9-436b-ade4-1084b675ffad.jpg
138,logo,test_task_logo_dataset/3e1220e8-71d9-4db1-9ff7-0862ae672eea.jpg
139,logo,test_task_logo_dataset/c560295a-e887-4bcb-bcc8-62c35c84e558.jpg
140,no_logo,test_task_logo_dataset/1799d36b-5386-4979-bfba-d9ec6b6b4495.jpg
141,no_logo,test_task_logo_dataset/04d538ce-516d-4b0d-aa50-779907a3f490.jpg
142,no_logo,test_task_logo_dataset/ccbd83a7-c485-465a-990d-cd4247ae3db8.jpg
143,no_logo,test_task_logo_dataset/5203bced-20cd-412f-b1da-783fbafef029.jpg
144,no_logo,test_task_logo_dataset/5af56d34-2776-4aa1-a997-88ba58f0b61b.jpg
145,logo,test_task_logo_dataset/cf118e94-1750-4770-bfe0-7d67fa29c1d8.jpg
146,logo,test_task_logo_dataset/7875bbcb-d959-456e-a6d8-a7fea3cb905e.jpg
147,no_logo,test_task_logo_dataset/5f1f2b57-5789-4169-ac9e-95c56c5d0139.jpg
148,no_logo,test_task_logo_dataset/d9b4e0e6-39c2-445c-abd9-4d765e02afc2.jpg
149,logo,test_task_logo_dataset/16446e8b-1fb2-4d9e-8929-12e7d696b6a3.jpg
150,logo,test_task_logo_dataset/6ba8c52e-4bcc-459e-bfdb-cb7513e6b040.jpg
151,no_logo,test_task_logo_dataset/d973a70c-0e55-42eb-ab2b-548a35d978d6.jpg
152,no_logo,test_task_logo_dataset/66700b01-27e5-4661-9469-509f1d8c9d02.jpg
153,no_logo,test_task_logo_dataset/7a4bef15-e9d4-45b3-905c-0fa5798fec94.jpg
154,no_logo,test_task_logo_dataset/db0c301a-d84d-4caa-9cf0-41b473acf276.jpg
155,logo,test_task_logo_dataset/112396db-cb8f-42a7-ba55-2c1223617b2a.jpg
156,no_logo,test_task_logo_dataset/7decc244-d85f-4e80-bf93-2f4c67595711.jpg
157,no_logo,test_task_logo_dataset/de3088be-b5e0-4897-ac59-abbc5646f6fc.jpg
158,no_logo,test_task_logo_dataset/749657a5-5f1e-482d-90bf-b9021cfc425d.jpg
159,no_logo,test_task_logo_dataset/8cc4c1e5-5343-4098-865a-e116b937565b.jpg
160,no_logo,test_task_logo_dataset/e4be3439-430e-47ee-811d-674241080770.jpg
161,logo,test_task_logo_dataset/6207063f-adec-4b4d-82a1-3db5037d7f3c.jpg
162,logo,test_task_logo_dataset/8fe30714-c568-437b-acee-4e60f27494b9.jpg
163,no_logo,test_task_logo_dataset/e65f796d-a30d-4351-a58a-8640c9519131.jpg
164,logo,test_task_logo_dataset/39592340-d455-4ac2-bf64-18b04655798a.jpg
165,logo,test_task_logo_dataset/9dc48d99-fac6-4a14-ae9f-74ca79233ea0.jpg
166,no_logo,test_task_logo_dataset/ea4f5b02-df90-4967-b6a6-e49048078aae.jpg
167,no_logo,test_task_logo_dataset/a0c242a7-4799-4ffc-94d8-e71c3754eb4d.jpg
168,logo,test_task_logo_dataset/14a50dd7-3212-4791-bc2a-eac5915f72e9.jpg
169,no_logo,test_task_logo_dataset/ed6a53b6-ca0b-456e-80d3-c751fd4b3f67.jpg
170,no_logo,test_task_logo_dataset/a9c63e73-6c40-4eca-8bc3-7354f230d5a5.jpg
171,no_logo,test_task_logo_dataset/24b5a52c-f2f4-4d12-b3e8-79ef6f50ad44.jpg
172,logo,test_task_logo_dataset/f2f356d1-b47a-4bef-98f7-0e1f89cd1c25.jpg
173,no_logo,test_task_logo_dataset/a966cd26-f07f-47a1-82f2-5c3601b4231e.jpg
174,no_logo,test_task_logo_dataset/36a521e8-7ded-42f1-886f-8dc4b0731b69.jpg
175,logo,test_task_logo_dataset/f064bb52-c712-4ebb-9d87-3da6525ee836.jpg
176,no_logo,test_task_logo_dataset/acfad5cb-a32e-4700-afc7-d8e0088ef5a8.jpg
177,no_logo,test_task_logo_dataset/44b92708-73dd-4806-8fdf-e6d6021107bc.jpg
178,no_logo,test_task_logo_dataset/f6844756-da06-449e-9574-0909333dfa23.jpg
179,no_logo,test_task_logo_dataset/b3dae1fd-cde7-4be1-85e5-e34472026479.jpg
180,logo,test_task_logo_dataset/53f9fc3d-fb45-43ae-a296-01478314d08f.jpg
181,logo,test_task_logo_dataset/fd7e027f-0560-4cc2-bbb6-3dc3fcb0a344.jpg
182,no_logo,test_task_logo_dataset/b41afb87-047e-40ca-ab04-e1b419287933.jpg
183,no_logo,test_task_logo_dataset/64c22170-cfad-486e-8558-56fd7675b4e6.jpg
184,logo,test_task_logo_dataset/ba297f9e-3b09-4aff-9c10-1e45ccc61c94.jpg
185,logo,test_task_logo_dataset/76bfd3e1-5e9b-4173-9732-0811448915ff.jpg
186,no_logo,test_task_logo_dataset/87ef4f62-2545-4f7b-a27c-0ce2cfb7ab56.jpg
187,no_logo,test_task_logo_dataset/99d78f55-4c98-41f4-818a-cb5a851b9540.jpg
188,no_logo,test_task_logo_dataset/0d531e0d-be7d-4c43-89e6-906ce0a6e316.jpg
189,no_logo,test_task_logo_dataset/213dc037-bda9-408a-9e62-2807bee98f76.jpg
190,no_logo,test_task_logo_dataset/1b618585-6151-43fc-8822-5e943083d776.jpg
191,logo,test_task_logo_dataset/388c1ebd-1a52-48ed-8083-e7ebac613c54.jpg
192,logo,test_task_logo_dataset/1e31ddf4-e433-4c7c-a680-3a2f99b5e1be.jpg
193,logo,test_task_logo_dataset/579a78a1-dfdb-47b1-81a7-a4ccdf3c1178.jpg
194,logo,test_task_logo_dataset/02c2cf4b-c205-4851-ba23-064da86937fb.jpg
195,no_logo,test_task_logo_dataset/bfc5ccad-7ee8-453e-bff8-45113825dea6.jpg
196,logo,test_task_logo_dataset/749f7e59-5d74-46ac-a390-41ced9c208de.jpg
197,logo,test_task_logo_dataset/3a73e75f-26d9-43f1-a8f4-2182ce644c61.jpg
198,logo,test_task_logo_dataset/c016a452-22b5-44ac-bf40-fc18b75ca199.jpg
199,no_logo,test_task_logo_dataset/875fdf80-897e-44f8-a00c-09acb856c339.jpg
200,no_logo,test_task_logo_dataset/3edf427c-fdb8-40c1-a479-cbe109a5b7ff.jpg
201,no_logo,test_task_logo_dataset/c1917175-4a77-4f96-a9a0-17fbd8066f0d.jpg
202,logo,test_task_logo_dataset/2213b8c8-767a-441d-99e4-975374015cfd.jpg
203,logo,test_task_logo_dataset/4d488157-f3df-4c05-a6d2-f7e47d209ea4.jpg
204,no_logo,test_task_logo_dataset/ccec46c6-a150-474c-b879-cc71eb99d1ca.jpg
205,no_logo,test_task_logo_dataset/5342a44d-c736-4c58-aa85-e1daf9491c15.jpg
206,no_logo,test_task_logo_dataset/5b9d10c2-dbb0-42b6-893f-5bf0162c52fd.jpg
207,no_logo,test_task_logo_dataset/cfd6d851-7c17-4522-bb99-cb72de24158b.jpg
208,no_logo,test_task_logo_dataset/7990b240-f8f1-41f9-a499-0e7325dd5517.jpg
209,no_logo,test_task_logo_dataset/5f4c557d-3b51-4337-9041-3e5cd4a222a2.jpg
210,no_logo,test_task_logo_dataset/d9e0eec9-ad57-4590-ac33-f2c907eef079.jpg
211,logo,test_task_logo_dataset/18996eb5-9276-45f2-8db4-e56b8f332a69.jpg
212,logo,test_task_logo_dataset/6bdb04b9-005f-4c83-bc6e-d17e5f51520e.jpg
213,no_logo,test_task_logo_dataset/d2474c38-99ec-4535-b38d-3e9315930f8d.jpg
214,logo,test_task_logo_dataset/0075392b-299f-4ded-aa2d-481e2c0c712d.jpg
215,logo,test_task_logo_dataset/7a30e96b-f486-4037-9b25-3afedec9d90c.jpg
216,logo,test_task_logo_dataset/dbb23861-efe5-4eca-ad41-5999d5a3d820.jpg
217,no_logo,test_task_logo_dataset/171435e2-b681-4a84-9166-0f34991d676f.jpg
218,logo,test_task_logo_dataset/7e37c55f-24ba-4141-878e-a72e3172e496.jpg
219,no_logo,test_task_logo_dataset/dec1ea78-8c14-4733-ad39-9b5fabd79eaf.jpg
220,no_logo,test_task_logo_dataset/784467ef-8e3f-4113-919b-cdf7b6c0cb5b.jpg
221,logo,test_task_logo_dataset/8d3a36bb-10bd-46a0-bfae-c87fa944c4ec.jpg
222,no_logo,test_task_logo_dataset/e05b35e4-57b5-43ee-97d9-be3528a991bb.jpg
223,no_logo,test_task_logo_dataset/6841074d-825a-4126-a3c5-b2d6f30bb812.jpg
224,no_logo,test_task_logo_dataset/9a39d950-b9f7-4a12-920d-db07f1a629a5.jpg
225,no_logo,test_task_logo_dataset/e91d9a67-d116-4bbd-a184-0bc8b6638890.jpg
226,logo,test_task_logo_dataset/43550099-03e5-4a56-9078-ad68ee50e97c.jpg
227,no_logo,test_task_logo_dataset/9dd17f9f-31cc-463a-b95f-e43378276a3e.jpg
228,no_logo,test_task_logo_dataset/ea44f4cb-66d1-4cc7-8324-89adcd911260.jpg
229,no_logo,test_task_logo_dataset/a1c89943-c9aa-454f-be95-10b1b0fe9498.jpg
230,no_logo,test_task_logo_dataset/014e6623-3c3e-4671-8722-0a1eaedfef46.jpg
231,no_logo,test_task_logo_dataset/ed64d514-31af-4946-9370-f441a7302ea2.jpg
232,no_logo,test_task_logo_dataset/a19c1f2b-2671-4c47-bb0a-15c666844ca4.jpg
233,no_logo,test_task_logo_dataset/24ff4827-1190-4ebd-881e-cca834f3e007.jpg
234,no_logo,test_task_logo_dataset/f4b9449d-6af3-4287-a06a-1023d6566b78.jpg
235,no_logo,test_task_logo_dataset/a05603d3-5b95-4dac-af14-5d2e4022533f.jpg
236,logo,test_task_logo_dataset/36d76491-9ce1-4c29-bc6d-ced4bb372ad8.jpg
237,logo,test_task_logo_dataset/f76d34da-508f-41d2-8b30-2f0b0c45166a.jpg
238,no_logo,test_task_logo_dataset/ad76c8d5-23a0-4e3a-9383-e2e6ac3e8822.jpg
239,no_logo,test_task_logo_dataset/45a3ad7a-ac4e-4ad3-99b6-75648cd6f228.jpg
240,logo,test_task_logo_dataset/f8697929-6156-4518-81cc-c4694e0b6993.jpg
241,logo,test_task_logo_dataset/b4de40c4-08b2-4a36-bb96-11f99597df3e.jpg
242,logo,test_task_logo_dataset/055a2532-f539-4f1a-9241-deba3fac7f8b.jpg
243,no_logo,test_task_logo_dataset/fdceae36-b706-49e2-bb79-0764c6f69f0a.jpg
244,no_logo,test_task_logo_dataset/b65f7116-dff0-4497-837c-ff220564ea4a.jpg
245,logo,test_task_logo_dataset/65ac2c43-3501-4f19-a3be-31e38b402645.jpg
246,logo,test_task_logo_dataset/bac5aacb-546b-434f-aa89-b6fcf6141af1.jpg
247,no_logo,test_task_logo_dataset/076f92e2-c5ec-4dc6-b59b-7b940ae4d59f.jpg
248,no_logo,test_task_logo_dataset/88ba7e83-72c3-4c6c-8925-a17980faa4ea.jpg
249,no_logo,test_task_logo_dataset/99f554d3-a5db-401b-a288-c048e5247b7a.jpg
250,no_logo,test_task_logo_dataset/0d87812b-834d-4713-b323-e87217a89373.jpg
251,no_logo,test_task_logo_dataset/221b015b-2929-4579-8ca6-5f9944f4a9c9.jpg
252,logo,test_task_logo_dataset/1bc605a0-2999-4b7d-8df8-2d6f50e1e56f.jpg
253,no_logo,test_task_logo_dataset/410e51d7-00b8-44ec-8237-c9de33ab04cd.jpg
254,no_logo,test_task_logo_dataset/1e580e13-a2aa-44a2-8f98-81d47c04bebe.jpg
255,logo,test_task_logo_dataset/588ea1f6-7292-4172-934b-ef1dbfd17cb9.jpg
256,logo,test_task_logo_dataset/02c3765d-5bcf-4780-9c21-4874961dbdec.jpg
257,no_logo,test_task_logo_dataset/c0cdf624-7eae-4414-b1c3-9aa2dbdab824.jpg
258,no_logo,test_task_logo_dataset/784f9e74-0a29-4839-a825-1b2393bd75f6.jpg
259,no_logo,test_task_logo_dataset/3ab45206-43c7-4379-8a0d-8f3afe72a1af.jpg
260,no_logo,test_task_logo_dataset/c21d0c0c-5d96-40dd-b759-9d712ecbf1bd.jpg
261,logo,test_task_logo_dataset/0885d48f-efd0-4896-9c5b-a36c9f1db8c4.jpg
262,no_logo,test_task_logo_dataset/3ef0016b-864d-4654-b1aa-d9da64521cf7.jpg
263,no_logo,test_task_logo_dataset/ca4c1900-779b-46ae-805d-0cb810cc454e.jpg
264,no_logo,test_task_logo_dataset/2578cd8f-6452-458d-b048-9ec0035d2a1e.jpg
265,no_logo,test_task_logo_dataset/4de33347-1664-4147-8637-350cb2ab0270.jpg
266,logo,test_task_logo_dataset/cd5ce504-90bc-4ae5-8aa7-ae88157c135f.jpg
267,no_logo,test_task_logo_dataset/5424d716-272b-428e-8a48-1c926a1ef7be.jpg
268,no_logo,test_task_logo_dataset/5bdf5bea-8e5a-40c8-bb34-360192e07d68.jpg
269,no_logo,test_task_logo_dataset/d0bbb42b-1ca8-4316-a597-0ebc6d2f6c5d.jpg
270,no_logo,test_task_logo_dataset/8036cd02-f562-4881-aab5-5b70dd2801fb.jpg
271,no_logo,test_task_logo_dataset/5f26eb8a-7912-4c8f-aa35-19a7f21c4260.jpg
272,no_logo,test_task_logo_dataset/d18a76a7-0d77-484e-a1a6-e84fe214dc08.jpg
273,logo,test_task_logo_dataset/21075c24-4fff-4773-a945-f409f7eb60aa.jpg
274,logo,test_task_logo_dataset/6c11053c-4a7e-4328-ba78-7bf679b76c0d.jpg
275,logo,test_task_logo_dataset/d9969b60-c284-4df9-bd64-322b260b085d.jpg
276,no_logo,test_task_logo_dataset/76980d15-8344-4162-b300-ef211916008c.jpg
277,no_logo,test_task_logo_dataset/7ac8012b-c812-42c0-8b00-4a921c11346d.jpg
278,no_logo,test_task_logo_dataset/dc0e82d3-ffed-4481-8045-82dd28fb398f.jpg
279,no_logo,test_task_logo_dataset/221662ce-7eb4-4ea5-80b7-61526eacc2e7.jpg
280,logo,test_task_logo_dataset/7e913302-88de-4fd7-ac46-630415580de0.jpg
281,logo,test_task_logo_dataset/df4ac551-c9c3-4570-bb90-b9c6d0acee40.jpg
282,logo,test_task_logo_dataset/869445c5-0b46-44ac-ac4a-fc2b9193cbd4.jpg
283,logo,test_task_logo_dataset/8db06360-8e05-4682-9411-45c5a86d02d2.jpg
284,no_logo,test_task_logo_dataset/e5f39e44-3f19-4d5b-a03f-643cfc32083f.jpg
285,no_logo,test_task_logo_dataset/7573081f-0cf7-45ba-a753-4d3cdb583588.jpg
286,logo,test_task_logo_dataset/9adaa6cc-8340-4701-8d82-3be5747d4321.jpg
287,logo,test_task_logo_dataset/e275a48b-3bce-4e61-b83d-e28049cb29c5.jpg
288,no_logo,test_task_logo_dataset/55144932-07da-4cc5-b06c-dcbb1c349d76.jpg
289,no_logo,test_task_logo_dataset/9e7ed2a0-55db-405a-ada8-f96cd2458834.jpg
